Age,DistToWork,DualInc,Education,Gender,Income,Language,NbrInHouseHold,NbrInHouseholdUnder18,OwnRent,YrsInArea,Rider
3,16,Y,5,F,9,English,2,0,Own,5,No
2,12,N,3,F,5,English,3,0,Parent,2,No
1,15,N,1,F,1,English,4,2,Parent,5,Yes
5,14,N,4,F,9,English,2,0,Own,5,No
2,13,N,4,M,4,English,1,0,Rent,5,No
3,8,N,5,F,6,English,2,0,Rent,2,No
1,12,N,2,M,8,English,2,1,Rent,5,No
2,14,N,3,F,1,English,6,0,Parent,5,Yes
3,17,N,4,F,8,English,3,1,Rent,5,No
3,15,N,4,F,5,English,2,0,Rent,2,Yes
3,13,Y,4,F,8,English,4,2,Own,4,No
4,12,Y,4,M,9,English,2,0,Own,5,No
4,12,Y,5,M,8,Other,6,2,Own,5,No
3,10,N,3,M,5,English,9,4,Parent,5,Yes
3,12,N,4,M,1,English,1,0,Rent,2,Yes
5,11,N,4,F,5,English,2,0,Own,5,Yes
4,14,Y,3,M,8,English,4,1,Own,5,No
2,14,N,4,M,9,English,3,0,Parent,5,No
2,8,N,3,M,9,Other,6,2,Parent,3,Yes
3,10,N,6,F,8,English,2,0,Rent,3,No
7,14,N,5,M,8,English,5,2,Own,5,No
3,11,N,6,F,3,English,4,0,Parent,5,No
5,15,Y,5,F,8,English,3,1,Own,5,No
3,9,N,4,M,5,English,2,0,Rent,5,No
3,14,N,5,F,9,English,2,0,Own,5,No
2,12,N,4,F,4,Spanish,7,3,Parent,5,Yes
4,11,Y,6,F,8,English,3,1,Own,5,No
3,9,N,4,F,8,English,3,2,Rent,5,No
4,8,Y,5,M,7,English,3,1,Own,5,No
1,12,N,1,M,1,English,4,2,Parent,5,Yes
1,10,N,1,M,1,English,2,1,Parent,5,Yes
1,14,N,2,F,1,English,3,1,Parent,5,Yes
3,7,N,3,M,2,English,2,0,Rent,3,Yes
3,12,N,4,F,4,English,2,0,Rent,5,No
3,14,N,5,M,3,English,2,0,Rent,5,Yes
2,10,N,2,M,1,English,4,2,Parent,5,Yes
7,12,N,4,F,3,English,1,0,Rent,5,No
3,15,N,4,F,5,English,6,4,Rent,5,No
3,9,N,4,M,9,English,4,2,Own,5,No
4,14,Y,5,F,8,English,4,2,Own,5,No
6,12,N,5,F,5,English,1,0,Own,5,Yes
3,12,N,6,M,2,English,4,2,Parent,2,Yes
2,10,Y,3,F,4,English,2,0,Rent,2,No
6,10,N,5,F,9,English,4,0,Own,5,No
4,15,Y,3,F,5,English,4,1,Own,5,Yes
2,12,N,4,F,1,Spanish,5,1,Parent,4,Yes
1,17,N,2,F,1,English,4,2,Parent,4,Yes
4,11,Y,4,F,9,English,3,1,Own,4,No
5,13,Y,4,F,6,English,2,0,Own,4,Yes
5,12,N,6,F,7,English,5,2,Own,3,No
2,16,N,4,F,3,Spanish,2,0,Rent,2,Yes
3,9,Y,5,F,6,English,3,1,Own,5,Yes
3,10,N,4,F,4,English,2,1,Rent,5,No
1,16,N,2,M,1,English,5,1,Parent,5,Yes
1,9,N,2,F,1,English,3,1,Parent,5,Yes
1,16,N,1,F,1,Spanish,5,2,Parent,5,Yes
1,10,N,1,F,1,English,3,1,Parent,5,Yes
2,8,N,4,F,1,English,3,0,Parent,5,Yes
4,12,N,4,F,4,English,2,0,Rent,2,Yes
3,8,Y,5,F,8,English,3,1,Own,5,No
1,11,N,2,M,1,English,4,1,Parent,5,Yes
2,8,N,4,M,2,English,3,0,Parent,5,Yes
1,10,N,1,M,1,Spanish,6,2,Parent,4,Yes
4,8,N,6,F,1,English,2,0,Rent,5,Yes
1,10,N,2,F,1,English,8,4,Parent,5,Yes
3,12,N,5,M,1,English,1,0,Rent,1,Yes
6,17,N,5,F,4,English,3,0,Own,5,Yes
2,18,N,4,F,9,English,4,0,Parent,2,Yes
2,9,N,4,M,4,English,2,0,Parent,5,Yes
5,8,N,4,M,7,English,2,0,Own,5,No
7,13,N,5,M,4,English,2,0,Parent,5,No
3,17,N,4,F,4,English,2,0,Rent,1,No
6,11,N,5,F,3,English,1,0,Rent,5,Yes
2,12,N,4,M,9,English,5,0,Parent,5,Yes
4,11,Y,4,F,8,English,4,0,Own,5,No
3,12,Y,5,M,9,English,3,1,Own,5,No
3,9,N,6,M,8,English,2,0,Own,5,No
7,12,N,6,F,9,English,4,1,Own,2,No
7,11,N,3,F,6,English,2,0,Own,5,No
3,13,Y,3,F,6,Spanish,5,3,Rent,1,Yes
4,10,Y,4,M,7,English,2,0,Own,3,No
1,15,N,2,F,1,Spanish,4,1,Parent,5,Yes
3,14,N,4,M,5,English,2,0,Rent,2,No
2,13,N,3,F,3,English,2,0,Parent,5,Yes
2,13,N,4,F,6,English,2,0,Rent,3,No
2,8,Y,4,M,2,Spanish,5,3,Rent,2,Yes
3,13,Y,5,F,8,English,2,0,Own,5,No
1,13,N,2,M,1,Spanish,3,1,Parent,5,Yes
4,6,N,5,M,4,English,1,0,Rent,4,No
2,16,N,4,M,2,English,3,0,Parent,5,Yes
5,10,N,4,F,5,English,1,0,Rent,5,Yes
5,16,N,5,M,6,English,2,0,Own,5,No
3,14,N,3,M,7,English,6,5,Rent,4,No
3,10,N,4,F,5,English,2,0,Rent,3,No
3,12,N,6,M,7,English,1,0,Rent,5,No
4,17,Y,5,F,9,English,2,0,Own,5,No
3,13,N,6,M,6,English,3,0,Parent,5,No
3,11,Y,3,F,8,English,6,4,Own,5,No
6,9,N,3,F,8,English,2,0,Own,5,No
3,10,Y,4,M,8,English,4,0,Own,5,No
4,9,N,4,M,3,Spanish,1,0,Rent,4,Yes
7,16,N,4,F,4,English,2,0,Own,5,No
6,16,N,4,M,7,English,2,0,Own,5,No
1,12,N,2,F,1,English,4,1,Parent,5,Yes
1,17,N,1,F,2,English,4,2,Parent,5,Yes
2,10,Y,3,F,3,English,3,1,Rent,3,Yes
6,12,Y,4,F,8,English,2,0,Own,5,No
7,9,N,3,F,7,English,1,0,Own,5,No
7,11,Y,5,M,3,Spanish,4,0,Own,3,Yes
3,14,N,3,F,1,English,4,3,Rent,3,No
5,15,N,3,F,7,English,2,0,Own,5,No
2,13,N,3,F,6,English,3,0,Parent,5,No
2,14,N,4,M,1,Other,1,0,Rent,1,Yes
1,10,N,2,F,1,English,5,4,Parent,5,Yes
5,10,N,6,M,9,English,4,1,Own,5,No
3,18,N,3,M,3,English,2,0,Rent,4,Yes
1,13,N,1,F,1,English,3,1,Parent,5,Yes
2,14,N,3,F,3,English,5,1,Parent,5,Yes
2,8,N,4,M,5,English,7,0,Own,5,Yes
6,12,Y,5,M,9,English,2,0,Own,5,No
1,10,N,3,F,1,Spanish,4,3,Parent,3,Yes
5,12,Y,4,F,8,English,3,0,Own,5,No
2,9,N,3,F,8,English,4,1,Parent,5,Yes
2,13,N,4,M,2,English,6,6,Rent,2,Yes
2,15,N,2,M,7,English,3,1,Parent,5,Yes
2,12,N,3,M,2,English,1,0,Rent,5,Yes
6,13,N,5,F,1,English,1,0,Rent,5,Yes
1,8,N,1,F,1,English,2,1,Parent,5,Yes
4,12,Y,5,F,8,English,4,2,Own,4,No
2,10,N,4,F,1,English,5,2,Parent,3,No
3,14,N,5,F,3,English,4,0,Own,5,Yes
5,12,Y,6,F,8,English,2,0,Own,5,No
2,14,N,4,M,2,English,4,0,Rent,5,Yes
2,11,N,4,M,1,English,3,0,Parent,5,Yes
5,10,N,5,F,4,English,2,0,Own,3,Yes
5,7,Y,3,F,8,English,3,0,Own,5,No
3,12,N,3,F,6,Spanish,2,4,Rent,5,No
6,11,N,2,M,6,English,2,0,Own,5,No
2,13,N,4,F,8,English,3,0,Parent,2,Yes
1,15,N,3,F,5,English,3,1,Parent,4,Yes
1,13,N,1,F,1,English,3,2,Parent,5,Yes
3,14,Y,4,F,5,English,3,1,Rent,1,No
3,8,N,6,M,4,English,4,0,Own,5,Yes
2,14,Y,5,F,4,English,2,0,Rent,2,No
5,12,N,3,F,6,Spanish,3,0,Own,4,No
4,12,Y,6,M,9,English,2,0,Own,5,No
2,15,N,4,F,7,English,4,1,Parent,2,Yes
3,14,N,5,M,1,English,1,0,Rent,5,Yes
2,9,N,4,F,2,English,3,1,Rent,5,No
1,13,N,2,F,1,English,3,1,Parent,5,Yes
1,8,N,2,F,1,English,2,1,Parent,5,Yes
3,9,N,6,M,9,English,2,0,Own,5,No
2,11,N,4,M,8,Other,4,0,Parent,4,Yes
2,11,N,4,M,1,Other,5,2,Parent,5,Yes
3,6,N,6,M,3,English,3,0,Parent,5,Yes
2,9,N,4,M,1,English,3,0,Rent,2,Yes
3,14,N,4,M,1,English,1,0,Rent,5,Yes
4,8,N,4,F,8,English,3,1,Own,5,No
6,8,Y,5,M,9,English,2,0,Own,5,No
2,10,Y,5,M,8,English,2,0,Own,5,No
3,13,N,3,F,2,English,6,2,Parent,5,No
6,10,N,4,F,8,English,4,0,Own,5,No
5,14,Y,4,F,7,English,5,0,Own,5,No
3,10,Y,6,F,7,English,2,0,Rent,4,No
5,14,N,3,F,4,English,3,2,Own,5,Yes
4,12,N,3,M,8,English,2,0,Own,5,No
5,10,Y,4,M,8,English,4,2,Own,5,No
3,12,N,6,M,9,English,1,0,Own,5,No
2,10,N,5,F,1,English,2,0,Parent,5,Yes
2,13,N,4,M,3,English,1,0,Rent,2,Yes
6,11,N,4,M,4,English,1,0,Rent,5,No
2,11,N,3,F,2,English,4,1,Parent,5,Yes
2,14,Y,5,F,5,English,2,0,Rent,5,No
3,16,N,4,F,3,English,2,2,Rent,2,No
6,10,Y,4,F,6,English,4,0,Own,5,No
3,11,Y,6,F,8,English,3,1,Own,3,No
7,14,N,5,F,4,English,1,0,Own,5,Yes
2,11,N,4,M,1,English,1,0,Own,5,Yes
5,13,Y,5,M,7,English,5,3,Own,3,No
3,12,Y,3,F,6,English,5,3,Rent,5,No
3,10,N,4,F,7,English,1,0,Rent,2,No
2,10,N,3,M,7,English,4,0,Parent,5,Yes
2,13,N,3,F,3,English,3,0,Parent,1,Yes
2,9,N,4,M,4,English,3,0,Rent,5,No
4,10,Y,3,F,8,English,3,1,Own,5,No
4,9,N,4,F,3,English,5,1,Parent,5,Yes
4,11,N,6,F,5,English,1,0,Rent,5,Yes
2,17,N,2,M,2,English,4,0,Parent,5,Yes
2,13,Y,3,F,5,English,2,0,Rent,1,No
4,14,N,6,M,7,English,1,0,Own,5,No
6,12,N,4,F,2,English,2,0,Own,5,Yes
3,11,N,5,M,6,English,1,0,Rent,3,No
3,8,N,3,M,4,English,1,0,Rent,5,Yes
7,11,N,5,M,9,Other,2,0,Own,5,No
4,12,Y,3,F,8,English,4,2,Own,4,No
5,15,N,5,F,8,English,2,0,Own,5,No
3,10,N,6,M,5,English,1,0,Own,5,Yes
4,14,Y,5,F,8,English,2,0,Own,2,No
6,12,N,3,F,6,English,2,0,Rent,5,No
3,10,Y,1,F,6,Spanish,5,2,Own,5,No
2,12,N,4,F,1,Other,6,1,Own,4,Yes
2,13,Y,3,F,6,English,2,0,Own,5,Yes
1,12,N,2,M,1,Spanish,7,5,Parent,2,Yes
1,11,N,2,F,1,English,4,2,Parent,5,Yes
3,13,N,4,M,6,English,2,0,Rent,3,No
5,10,N,4,F,6,English,2,0,Own,5,No
5,16,Y,6,F,8,English,4,0,Own,2,No
5,14,Y,4,M,8,English,4,2,Own,4,No
4,11,Y,5,F,8,English,4,2,Own,5,No
1,7,N,2,F,1,English,4,2,Parent,5,Yes
1,11,N,3,F,3,English,7,3,Parent,5,Yes
2,8,N,4,M,4,English,2,0,Rent,1,No
2,11,N,4,F,1,English,6,2,Parent,5,Yes
5,10,Y,4,M,6,English,5,0,Own,5,No
1,7,N,1,F,1,English,4,2,Parent,5,Yes
3,11,Y,4,F,5,English,5,3,Rent,5,Yes
4,13,Y,4,M,7,English,4,2,Own,5,No
3,13,Y,4,M,2,English,3,1,Rent,4,Yes
4,14,N,4,M,8,English,2,0,Own,2,No
1,9,N,2,M,9,English,4,2,Parent,5,Yes
4,9,Y,4,F,6,English,5,3,Own,5,No
4,14,Y,5,F,8,English,4,2,Own,5,No
2,10,N,3,M,3,English,3,0,Rent,4,Yes
2,12,N,4,M,1,English,2,0,Rent,5,Yes
3,13,Y,4,F,8,English,2,0,Own,4,No
7,16,N,4,F,3,English,1,0,Rent,1,Yes
1,12,N,2,F,1,English,5,2,Parent,5,Yes
4,8,Y,6,F,9,English,3,1,Own,5,No
4,11,N,3,F,8,English,1,0,Rent,3,No
3,10,N,4,F,7,English,2,0,Rent,3,No
4,10,N,6,M,7,Other,1,0,Rent,5,No
2,14,N,4,M,9,English,9,6,Parent,5,No
2,13,N,4,M,8,English,3,0,Parent,5,No
4,9,N,3,M,5,English,2,3,Own,2,Yes
6,12,Y,5,M,8,English,3,0,Own,5,No
4,13,Y,6,M,9,English,3,1,Own,5,No
2,9,Y,4,F,2,Other,2,0,Rent,1,Yes
3,10,Y,4,F,9,English,2,0,Own,5,No
7,15,N,4,F,2,English,1,0,Own,5,Yes
5,7,N,6,F,6,English,1,0,Rent,4,Yes
4,9,N,5,M,7,English,1,0,Own,5,No
4,15,N,4,F,3,English,3,0,Parent,5,Yes
2,12,N,3,F,8,English,4,1,Parent,5,Yes
3,11,N,3,M,6,English,1,0,Rent,3,No
2,12,N,4,F,2,English,2,0,Rent,4,Yes
3,15,N,6,M,7,English,1,0,Rent,3,No
3,12,N,6,F,2,English,3,0,Parent,5,Yes
4,13,Y,5,F,7,English,2,0,Own,5,Yes
3,10,N,4,F,2,Spanish,1,0,Parent,1,Yes
6,12,N,3,F,6,English,2,0,Own,5,No
3,16,N,5,F,2,English,2,0,Rent,3,No
4,11,N,4,F,4,English,2,1,Rent,5,No
3,12,N,5,M,8,English,2,0,Rent,5,No
5,14,N,6,M,8,English,2,0,Own,5,No
6,7,N,5,M,8,English,2,0,Own,5,No
3,13,Y,5,M,7,English,3,1,Own,4,No
3,13,N,3,M,2,English,1,0,Rent,3,Yes
1,9,N,2,F,6,English,8,3,Parent,5,Yes
7,9,N,4,F,4,English,2,0,Own,5,Yes
4,11,Y,6,M,9,English,2,0,Own,5,No
5,13,Y,5,M,9,English,3,0,Own,5,No
1,13,N,2,M,1,English,3,2,Parent,5,Yes
6,12,N,6,F,7,English,2,0,Own,5,No
1,13,N,2,F,1,English,6,3,Parent,1,Yes
6,9,N,4,F,2,English,1,0,Rent,4,No
7,12,N,3,F,1,English,1,0,Rent,3,Yes
2,15,N,2,F,4,English,2,0,Rent,2,No
7,11,N,3,M,4,English,2,0,Own,5,No
1,9,N,2,F,1,English,9,5,Parent,2,Yes
7,14,N,4,M,6,English,2,0,Own,5,No
5,6,N,4,F,4,English,2,0,Own,5,Yes
7,7,N,6,M,9,English,3,3,Own,5,No
3,13,N,3,F,2,English,4,2,Rent,5,No
3,13,Y,6,F,9,English,2,0,Own,5,No
1,11,N,2,F,1,English,4,1,Parent,5,Yes
4,13,Y,6,F,9,English,3,1,Own,5,No
4,7,N,5,F,6,English,1,0,Rent,2,No
2,11,N,4,M,4,English,6,0,Rent,5,No
3,9,Y,4,F,8,English,5,3,Own,5,No
5,7,Y,5,M,7,English,2,0,Own,5,No
4,15,Y,5,M,9,English,2,0,Own,5,No
3,6,N,4,M,2,English,6,2,Parent,4,Yes
3,9,N,4,M,6,English,1,0,Rent,4,No
2,11,N,4,M,4,English,4,1,Parent,5,Yes
7,7,N,4,M,6,English,2,0,Own,5,No
4,11,N,6,M,5,English,2,0,Rent,4,No
3,11,N,3,M,4,English,1,0,Rent,5,No
1,12,N,1,F,1,English,4,2,Parent,5,Yes
4,7,Y,6,F,7,English,4,2,Own,4,No
2,14,N,3,F,3,Spanish,1,0,Rent,2,No
1,17,Y,2,M,9,English,2,0,Own,2,No
5,16,N,4,F,3,English,2,0,Rent,5,Yes
6,11,N,6,M,9,English,2,0,Own,5,No
4,11,N,4,F,4,English,3,0,Parent,5,Yes
1,18,N,2,F,1,English,4,2,Parent,5,Yes
4,10,Y,4,F,8,English,3,0,Own,5,No
2,12,N,3,M,1,English,4,0,Parent,2,Yes
4,9,N,6,M,8,English,1,0,Rent,5,No
6,16,Y,3,F,6,English,2,0,Own,2,No
4,16,Y,4,M,9,English,4,2,Own,5,No
2,11,N,4,M,3,English,5,1,Rent,5,Yes
4,14,N,5,F,8,English,2,0,Rent,5,No
5,14,N,4,F,8,English,2,0,Own,2,No
6,8,N,4,M,6,English,1,0,Own,5,No
4,11,N,6,F,9,English,2,1,Own,5,No
2,6,N,2,M,1,Spanish,4,1,Parent,2,Yes
5,12,Y,4,F,9,English,2,0,Own,4,No
3,8,N,4,F,6,English,4,3,Rent,5,No
5,11,Y,4,F,8,English,2,0,Own,5,No
6,11,Y,3,M,7,English,4,1,Own,3,No
7,6,N,3,M,2,English,2,0,Own,5,No
6,13,N,3,F,1,English,1,0,Own,5,Yes
6,12,N,4,M,7,English,2,0,Own,5,No
5,9,Y,3,M,8,English,4,1,Own,5,No
2,16,N,5,M,7,English,3,0,Rent,2,No
2,12,N,4,F,2,Spanish,4,0,Parent,5,Yes
4,11,Y,3,F,2,English,3,0,Rent,5,Yes
1,10,N,1,F,1,Spanish,8,8,Parent,5,Yes
4,15,N,5,F,9,English,4,2,Own,5,No
3,13,N,3,M,8,English,1,0,Rent,3,No
5,17,N,4,M,8,English,2,1,Own,5,No
1,14,N,2,F,1,English,4,2,Parent,5,Yes
7,9,N,4,M,8,English,2,0,Own,5,No
6,16,N,3,M,3,Spanish,1,0,Own,5,Yes
4,13,Y,6,F,7,English,4,2,Own,5,No
4,11,Y,6,F,9,English,4,2,Own,5,No
2,10,Y,4,F,3,English,2,0,Rent,5,No
2,16,N,3,M,9,English,5,0,Parent,5,No
2,11,N,4,M,1,English,3,1,Parent,5,Yes
4,10,Y,2,M,4,English,6,2,Own,5,Yes
2,13,N,2,F,6,English,4,1,Parent,5,Yes
2,12,N,4,F,1,English,5,1,Parent,4,Yes
5,11,N,4,F,3,English,3,0,Rent,5,Yes
6,12,N,6,F,4,English,2,0,Own,5,No
5,11,N,2,F,4,English,1,0,Own,5,Yes
1,19,N,2,F,1,English,5,3,Parent,5,Yes
2,10,N,4,M,3,English,2,0,Rent,4,Yes
3,12,N,4,M,4,English,2,0,Rent,2,Yes
4,13,Y,4,M,7,English,2,0,Own,2,No
5,11,Y,6,F,9,English,2,0,Own,5,No
1,12,N,2,M,1,English,3,0,Parent,4,Yes
5,8,Y,5,M,8,English,3,0,Own,5,No
5,9,N,4,M,8,English,2,0,Own,5,No
3,12,N,5,M,6,English,2,0,Parent,2,No
3,14,N,4,F,3,English,7,4,Parent,4,Yes
5,10,N,4,M,7,English,5,1,Own,5,No
3,11,Y,4,F,3,English,4,2,Rent,4,Yes
4,11,Y,6,M,9,English,4,2,Own,4,No
4,12,N,4,F,1,English,4,1,Parent,4,Yes
1,15,N,2,F,7,English,9,6,Parent,5,Yes
2,13,N,4,F,8,English,3,0,Parent,5,No
4,13,Y,5,M,8,English,2,0,Own,5,No
1,14,N,2,M,7,English,5,1,Parent,2,Yes
3,11,N,5,M,3,English,2,0,Rent,3,Yes
2,11,N,4,M,5,English,1,0,Rent,5,No
4,10,N,6,M,8,English,1,0,Own,5,No
6,15,N,4,M,3,English,1,0,Own,4,No
4,11,N,4,M,6,English,1,0,Own,3,No
4,10,Y,5,F,9,English,2,0,Own,3,No
3,9,N,3,F,4,English,2,0,Rent,5,No
2,10,N,3,M,6,English,2,0,Rent,2,No
3,11,N,4,F,5,English,1,0,Rent,3,No
1,8,N,2,F,1,English,5,1,Parent,5,Yes
2,11,N,4,M,5,English,1,0,Parent,5,Yes
4,14,Y,3,F,5,Spanish,5,2,Own,5,No
2,16,N,4,F,8,English,4,1,Parent,5,Yes
6,15,N,3,F,9,English,1,0,Own,5,No
1,10,N,1,F,1,English,4,2,Parent,5,Yes
3,15,N,5,M,2,English,1,0,Rent,4,Yes
2,13,N,4,M,9,English,4,0,Parent,5,Yes
3,15,N,4,F,6,English,2,0,Rent,2,No
2,12,N,3,M,9,English,5,0,Parent,3,No
4,9,N,3,F,5,English,1,0,Rent,5,No
4,8,N,4,F,5,English,3,2,Own,4,Yes
4,16,Y,3,M,5,English,4,2,Own,5,Yes
1,13,N,2,F,1,English,4,1,Parent,5,Yes
1,13,N,3,F,9,English,5,3,Parent,4,Yes
1,12,N,1,F,1,Spanish,3,2,Parent,5,Yes
6,17,Y,3,F,1,Other,4,0,Own,5,Yes
3,6,N,4,M,6,English,1,0,Rent,4,No
6,10,N,6,F,5,English,1,0,Rent,3,Yes
2,12,N,3,F,7,Spanish,4,3,Parent,5,Yes
2,10,N,2,F,8,English,2,0,Parent,5,No
4,11,Y,4,M,8,English,2,0,Own,5,No
3,9,N,3,F,7,English,5,3,Rent,4,No
2,12,N,4,F,1,English,3,1,Parent,5,Yes
3,12,Y,4,F,6,English,4,2,Own,4,No
1,11,N,2,F,1,English,3,1,Parent,5,Yes
4,16,Y,5,F,8,English,4,2,Own,5,No
2,12,N,4,M,2,English,3,0,Rent,5,Yes
1,11,N,2,F,1,English,3,2,Parent,5,Yes
7,10,N,5,M,9,Other,2,0,Own,5,No
4,10,N,5,F,6,English,2,1,Own,5,Yes
2,14,N,4,M,7,English,6,3,Parent,5,Yes
7,13,N,6,M,6,English,2,0,Own,3,No
3,10,N,4,M,5,English,1,0,Rent,5,No
1,12,N,2,F,1,English,4,2,Parent,5,Yes
2,15,Y,5,F,2,English,2,0,Rent,2,Yes
3,12,N,4,F,4,English,2,0,Rent,2,Yes
2,13,Y,4,F,5,English,2,0,Rent,3,No
2,10,N,3,M,3,English,8,4,Parent,5,Yes
4,5,N,6,M,9,English,2,0,Own,4,No
5,7,N,6,F,1,English,1,0,Rent,5,Yes
1,11,N,2,F,1,English,4,1,Parent,2,Yes
1,13,N,2,M,1,English,4,1,Parent,5,Yes
5,9,Y,5,F,7,English,2,0,Rent,5,No
4,9,N,3,M,3,English,1,0,Rent,2,No
3,16,Y,4,F,8,English,4,2,Own,5,No
1,13,N,2,M,1,English,4,2,Parent,5,Yes
3,10,Y,5,F,7,English,2,0,Own,5,No
4,9,N,6,F,8,English,3,1,Rent,5,No
3,12,N,4,M,7,English,2,0,Own,2,No
2,9,N,3,M,1,English,4,1,Parent,4,Yes
2,7,N,4,F,1,English,3,0,Rent,5,No
4,11,N,6,F,5,English,1,0,Rent,2,No
7,6,N,5,F,9,English,2,0,Own,5,No
5,16,N,4,M,4,English,1,0,Rent,5,No
3,14,N,3,M,5,English,2,0,Rent,5,No
2,16,N,4,M,3,English,8,2,Parent,2,Yes
4,14,N,4,M,4,English,1,0,Rent,5,No
1,8,N,2,F,1,English,5,1,Parent,5,Yes
3,7,N,6,F,6,English,2,0,Rent,2,No
4,14,Y,4,F,9,English,4,2,Own,5,No
1,9,N,1,M,1,Other,7,5,Parent,2,Yes
5,13,N,4,M,4,English,3,0,Own,5,No
2,8,N,4,M,3,Spanish,6,0,Rent,2,Yes
6,15,N,5,M,8,English,2,0,Own,5,No
1,12,N,2,M,9,Other,4,1,Parent,3,Yes
1,13,N,2,M,1,English,4,1,Parent,5,Yes
7,12,N,3,M,5,English,1,0,Own,5,No
6,10,N,3,F,6,English,1,0,Own,5,No
3,11,Y,6,F,8,English,2,0,Own,3,Yes
6,13,N,3,F,6,English,4,0,Own,5,No
4,11,Y,4,M,9,English,3,1,Own,5,No
4,11,N,4,F,2,English,2,3,Rent,5,Yes
7,13,N,3,M,5,English,2,0,Own,5,No
2,10,N,3,F,8,English,4,0,Parent,5,Yes
5,15,Y,3,F,8,English,2,0,Own,5,No
7,8,N,3,F,1,English,2,0,Own,5,Yes
3,15,N,3,F,4,English,1,0,Rent,4,Yes
4,15,N,4,F,2,English,2,0,Own,5,Yes
4,9,N,6,F,8,English,1,0,Own,5,No
3,13,N,6,M,6,English,1,0,Rent,1,No
1,12,N,2,M,1,English,4,2,Parent,2,Yes
7,14,N,4,F,5,English,2,0,Own,2,No
4,8,N,4,F,3,English,1,0,Rent,5,Yes
4,8,N,4,M,3,English,1,0,Rent,5,Yes
2,14,N,3,F,6,English,6,2,Parent,5,No
5,9,Y,4,F,6,English,2,0,Rent,5,Yes
1,9,N,2,M,1,Other,3,1,Parent,3,Yes
4,8,N,5,F,6,Spanish,1,0,Rent,5,No
4,8,Y,5,F,9,English,2,0,Own,5,No
5,11,Y,5,F,8,English,2,0,Rent,5,No
1,15,N,1,F,1,English,5,3,Parent,4,Yes
1,12,N,2,M,1,English,4,1,Parent,2,Yes
1,7,N,2,F,3,English,4,3,Parent,5,Yes
4,4,Y,6,F,9,English,3,1,Own,5,No
5,10,N,4,F,4,English,2,0,Own,5,Yes
1,9,N,2,M,1,English,3,2,Parent,5,Yes
6,9,N,3,F,6,English,1,0,Own,5,Yes
3,11,N,5,M,2,Other,2,0,Rent,2,Yes
5,9,N,5,F,8,English,4,0,Own,5,No
1,10,N,2,M,1,Spanish,2,1,Parent,5,Yes
6,7,N,4,F,6,English,4,0,Own,5,No
2,13,N,3,F,6,English,5,0,Own,5,Yes
6,11,N,5,M,7,English,3,0,Rent,5,No
2,10,N,3,F,9,English,5,0,Parent,5,Yes
3,11,N,6,M,6,English,1,0,Rent,2,No
7,13,N,3,M,6,English,2,0,Own,5,No
6,9,N,3,M,5,English,2,0,Own,4,No
4,13,Y,4,M,8,English,3,1,Parent,5,No
3,11,N,5,F,3,English,1,0,Rent,1,No
2,11,N,5,M,7,English,2,0,Rent,2,No
6,12,N,4,M,6,English,2,0,Own,5,No
6,14,N,5,F,6,English,2,0,Own,5,Yes
6,13,N,3,M,6,English,2,0,Own,5,No
1,7,N,2,M,1,English,5,2,Parent,5,Yes
2,11,N,3,M,6,English,8,4,Parent,5,Yes
2,10,N,4,M,4,Spanish,1,0,Own,2,Yes
4,16,Y,4,F,9,English,2,0,Own,5,No
2,14,N,3,M,3,English,3,0,Parent,5,Yes
7,13,N,5,M,3,English,1,0,Own,5,No
7,15,N,3,F,5,English,2,0,Own,5,No
5,10,Y,6,M,9,English,2,0,Own,5,No
2,12,N,4,F,8,Other,4,1,Parent,5,Yes
7,13,N,6,M,7,English,3,0,Own,5,No
3,11,N,5,M,1,English,3,0,Parent,5,Yes
7,11,N,3,F,6,English,2,0,Rent,5,No
4,10,N,5,M,3,English,1,0,Own,5,Yes
3,9,N,3,F,9,English,5,4,Parent,5,No
4,14,N,4,F,5,English,4,2,Own,5,No
4,10,N,4,M,6,English,1,0,Rent,5,No
2,11,N,4,F,2,English,4,0,Parent,4,Yes
3,15,N,3,M,1,Spanish,3,0,Rent,3,Yes
3,16,Y,4,F,8,English,2,0,Own,5,No
4,15,Y,6,M,9,English,2,0,Own,5,No
6,10,N,4,M,3,English,1,0,Own,4,No
4,12,N,4,F,5,English,2,1,Own,5,Yes
3,8,N,5,M,6,English,1,0,Rent,2,No
3,12,N,4,M,1,English,1,0,Rent,5,Yes
7,13,N,6,M,6,English,2,0,Rent,5,No
4,14,Y,5,F,7,English,3,1,Own,5,No
3,13,Y,3,F,8,English,5,3,Own,5,No
2,10,N,2,F,8,Other,5,1,Parent,4,Yes
5,9,N,4,F,9,English,2,0,Rent,5,No
3,12,N,4,M,4,English,2,0,Own,2,Yes
2,11,N,3,F,1,English,5,2,Parent,5,Yes
2,15,N,4,F,7,English,3,1,Parent,5,Yes
5,11,N,4,M,8,English,3,1,Own,5,No
3,10,N,4,M,7,English,5,3,Own,2,No
3,10,N,3,F,1,English,2,1,Rent,5,Yes
1,12,N,2,F,1,English,2,1,Parent,5,Yes
1,14,N,1,F,1,English,3,2,Parent,5,Yes
4,14,Y,4,F,8,English,4,2,Own,5,No
3,12,Y,5,F,4,English,4,1,Own,2,Yes
5,11,N,6,F,8,English,1,0,Own,5,Yes
